"TITLE";"STATUS";"SLUG";"LONG DESCRIPTION";"TYPE";"ADDITIONALTYPES";"PRICE";"PRICERANGE";"INSTOCK";"SOLDCOUNT";"AVAILABLESINCE";"LASTCHECKEDAT";"IMAGE";"DISCOUNTS";"ARTICLENUMBERS";"ARTICLECATEGORY";"DIMENSIONS";"COLORS"
"Fantastic Fresh Table";"Published";"consequatur-sed-soluta";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Watch";"[]";"757";"{""min"":605.6,""max"":908.4}";"false";"902";"Tue Jan 16 2024 10:16:16 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":100,""price"":748}]";"[null]";"Accessories";"{""width"":47.42,""height"":44.45,""depth"":94.58}";"[{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#006400"",""name"":""DarkGreen""},{""hex"":""#6495ED"",""name"":""CornflowerBlue""}]"
"Small Steel Table";"Published";"et-ullam-quo";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Pants";"[""Tie""]";"766";"{""min"":612.8000000000001,""max"":919.1999999999999}";"false";"560";"Tue Oct 08 2024 00:53:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":18,""price"":940},{""quantity"":62,""price"":366},{""quantity"":90,""price"":638}]";"[null,null,null]";"Apparel";"{""width"":95.44,""height"":17.56,""depth"":22.17}";"[{""hex"":""#9932CC"",""name"":""DarkOrchid""},{""hex"":""#008000"",""name"":""Green""},{""hex"":""#0000FF"",""name"":""Blue""}]"
"Gorgeous Plastic Pants";"Unpublished";"porro-accusamus-quia";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Shoes";"[""Cap"",""Shirt""]";"531";"{""min"":424.8,""max"":637.1999999999999}";"true";"889";"Sat Nov 23 2024 18:21:27 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":87,""price"":921}]";"[null,null,null]";"Apparel";"{""width"":12.64,""height"":57.59,""depth"":23.25}";"[{""hex"":""#C0C0C0"",""name"":""Silver""}]"
"Small Granite Chair";"Published";"voluptatem-voluptas-architecto";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Jacket";"[]";"558";"{""min"":446.40000000000003,""max"":669.6}";"false";"565";"Fri Jul 12 2024 14:15:26 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":31,""price"":12}]";"[null,null,null]";"Apparel";"{""width"":34.04,""height"":3.03,""depth"":83.14}";"[{""hex"":""#9932CC"",""name"":""DarkOrchid""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""}]"
"Handmade Concrete Chair";"Unpublished";"distinctio-quo-dolore";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Watch";"[""Sunglasses""]";"296";"{""min"":236.8,""max"":355.2}";"false";"645";"Fri Apr 19 2024 23:12:48 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":65,""price"":567},{""quantity"":50,""price"":364},{""quantity"":72,""price"":630}]";"[null,null]";"Accessories";"{""width"":24.13,""height"":58.29,""depth"":84.54}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#DEB887"",""name"":""BurlyWood""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#8A2BE2"",""name"":""BlueViolet""}]"
"Rustic Granite Salad";"Published";"aliquam-est-id";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Cap";"[""Shoes"",""Shirt""]";"943";"{""min"":754.4000000000001,""max"":1131.6}";"true";"920";"Sat Jul 06 2024 07:46:10 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":20,""price"":311}]";"[null,null]";"Apparel";"{""width"":30.63,""height"":25.53,""depth"":17.61}";"[{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#E9967A"",""name"":""DarkSalmon""}]"
"Sleek Wooden Sausages";"Published";"qui-sit-aspernatur";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Tie";"[""Shirt""]";"79";"{""min"":63.2,""max"":94.8}";"true";"453";"Thu Oct 24 2024 01:22:50 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":40,""price"":852}]";"[null]";"Apparel";"{""width"":83.7,""height"":98.29,""depth"":82.4}";"[{""hex"":""#9932CC"",""name"":""DarkOrchid""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#F0FFFF"",""name"":""Azure""}]"
"Generic Wooden Fish";"Published";"et-quidem-blanditiis";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Shoes";"[""Cap"",""Socks""]";"255";"{""min"":204,""max"":306}";"true";"234";"Thu Sep 26 2024 11:00:25 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":16,""price"":347},{""quantity"":56,""price"":251},{""quantity"":45,""price"":352}]";"[null,null,null]";"Apparel";"{""width"":70.68,""height"":90.82,""depth"":23.71}";"[{""hex"":""#5F9EA0"",""name"":""CadetBlue""}]"
"Tasty Plastic Salad";"Published";"inventore-animi-quam";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Shoes";"[""Shirt"",""Socks""]";"486";"{""min"":388.8,""max"":583.1999999999999}";"true";"496";"Sat Oct 12 2024 09:39:57 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":15,""price"":517},{""quantity"":82,""price"":510}]";"[null,null]";"Apparel";"{""width"":14.74,""height"":76.59,""depth"":71.2}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#FF8C00"",""name"":""DarkOrange""}]"
"Practical Steel Salad";"Published";"at-illo-id";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Pen";"[]";"242";"{""min"":193.60000000000002,""max"":290.4}";"false";"922";"Sun Mar 10 2024 22:03:30 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":24,""price"":342},{""quantity"":93,""price"":135}]";"[null]";"Office";"{""width"":78.2,""height"":1.07,""depth"":98.86}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#F5F5DC"",""name"":""Beige""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#FFFFFF"",""name"":""White""}]"
"Fantastic Cotton Chicken";"Published";"non-laudantium-quo";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Mug";"[]";"447";"{""min"":357.6,""max"":536.4}";"true";"875";"Mon May 13 2024 12:43:05 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":15,""price"":426},{""quantity"":64,""price"":228},{""quantity"":11,""price"":958}]";"[null,null]";"Office";"{""width"":14.59,""height"":14.88,""depth"":98.34}";"[{""hex"":""#BDB76B"",""name"":""DarkKhaki""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#FFA500"",""name"":""Orange""}]"
"Small Wooden Sausages";"Published";"voluptatum-repellendus-eligendi";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Bag";"[]";"61";"{""min"":48.800000000000004,""max"":73.2}";"true";"722";"Thu Mar 28 2024 05:46:47 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":39,""price"":939},{""quantity"":79,""price"":960},{""quantity"":67,""price"":617}]";"[null]";"Accessories";"{""width"":2.68,""height"":70.17,""depth"":80.67}";"[{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#FF00FF"",""name"":""Magenta""}]"
"Practical Fresh Chips";"Published";"laborum-ex-eligendi";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Shoes";"[]";"624";"{""min"":499.20000000000005,""max"":748.8}";"false";"439";"Sun Nov 17 2024 15:51:04 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":75,""price"":526},{""quantity"":3,""price"":736}]";"[null,null,null]";"Apparel";"{""width"":9.95,""height"":37,""depth"":40.82}";"[{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#000000"",""name"":""Black""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Handmade Cotton Keyboard";"Published";"doloribus-cumque-doloribus";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Cap";"[""Shoes"",""Shirt""]";"202";"{""min"":161.60000000000002,""max"":242.39999999999998}";"false";"427";"Fri Jul 19 2024 13:01:57 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":56,""price"":520}]";"[null]";"Apparel";"{""width"":45.55,""height"":43.63,""depth"":12.63}";"[{""hex"":""#FF8C00"",""name"":""DarkOrange""},{""hex"":""#A52A2A"",""name"":""Brown""},{""hex"":""#8B0000"",""name"":""DarkRed""}]"
"Gorgeous Frozen Chicken";"Published";"harum-sed-provident";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Cap";"[]";"547";"{""min"":437.6,""max"":656.4}";"true";"359";"Mon May 13 2024 08:50:49 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":10,""price"":786},{""quantity"":69,""price"":814},{""quantity"":86,""price"":509}]";"[null,null,null]";"Apparel";"{""width"":89.94,""height"":49.18,""depth"":17.97}";"[{""hex"":""#E9967A"",""name"":""DarkSalmon""},{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#FFFF00"",""name"":""Yellow""}]"
"Licensed Cotton Chicken";"Published";"qui-unde-neque";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Calendar";"[""Pen"",""Mug""]";"280";"{""min"":224,""max"":336}";"true";"455";"Mon Jun 17 2024 22:33:56 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":37,""price"":695},{""quantity"":39,""price"":993}]";"[null,null,null]";"Office";"{""width"":14.11,""height"":97.62,""depth"":40.97}";"[{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""}]"
"Licensed Rubber Shoes";"Published";"explicabo-vel-atque";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Calendar";"[""Pen"",""Notebook""]";"749";"{""min"":599.2,""max"":898.8}";"false";"90";"Thu Apr 04 2024 19:41:28 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":26,""price"":754}]";"[null,null,null]";"Office";"{""width"":56.54,""height"":19.58,""depth"":58.59}";"[{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#008B8B"",""name"":""DarkCyan""}]"
"Gorgeous Concrete Chair";"Published";"dignissimos-placeat-aliquid";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Cap";"[""Jacket"",""Shirt""]";"643";"{""min"":514.4,""max"":771.6}";"true";"209";"Wed May 22 2024 14:35:10 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":35,""price"":86}]";"[null,null,null]";"Apparel";"{""width"":53.99,""height"":31.02,""depth"":37.46}";"[{""hex"":""#8B0000"",""name"":""DarkRed""},{""hex"":""#A9A9A9"",""name"":""DarkGray""}]"
"Handcrafted Frozen Pants";"Published";"repudiandae-excepturi-consequuntur";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Bag";"[""Watch"",""Sunglasses""]";"903";"{""min"":722.4000000000001,""max"":1083.6}";"false";"146";"Thu Oct 03 2024 14:52:33 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":40,""price"":679}]";"[null,null]";"Accessories";"{""width"":66.02,""height"":10.27,""depth"":24.68}";"[{""hex"":""#000000"",""name"":""Black""},{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#FF0000"",""name"":""Red""}]"
"Ergonomic Metal Pizza";"Published";"reiciendis-numquam-ducimus";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Mug";"[""Notebook""]";"105";"{""min"":84,""max"":126}";"true";"60";"Fri Jul 26 2024 21:25:18 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":79,""price"":519},{""quantity"":34,""price"":420}]";"[null,null,null]";"Office";"{""width"":48.78,""height"":45.38,""depth"":80.03}";"[{""hex"":""#808080"",""name"":""Gray""}]"
"Unbranded Fresh Table";"Published";"excepturi-autem-et";"The Football Is Good For Training And Recreational Purposes";"Notebook";"[]";"154";"{""min"":123.2,""max"":184.79999999999998}";"false";"958";"Tue Mar 12 2024 08:29:08 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":48,""price"":54}]";"[null,null,null]";"Office";"{""width"":65.27,""height"":16.13,""depth"":80.09}";"[{""hex"":""#00FF00"",""name"":""Lime""}]"
"Handcrafted Concrete Fish";"Unpublished";"voluptas-est-et";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Shoes";"[""Tie"",""Shirt""]";"989";"{""min"":791.2,""max"":1186.8}";"true";"395";"Mon Mar 04 2024 21:08:06 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":92,""price"":827}]";"[null,null,null]";"Apparel";"{""width"":26.16,""height"":86.15,""depth"":15.78}";"[{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#7FFF00"",""name"":""Chartreuse""}]"
"Small Frozen Table";"Published";"et-quam-aut";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Pants";"[]";"360";"{""min"":288,""max"":432}";"false";"221";"Thu Sep 05 2024 11:58:13 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":33,""price"":578},{""quantity"":2,""price"":903}]";"[null]";"Apparel";"{""width"":40.74,""height"":23.59,""depth"":9.67}";"[{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#808080"",""name"":""Gray""},{""hex"":""#556B2F"",""name"":""DarkOliveGreen""}]"
"Gorgeous Wooden Hat";"Published";"voluptatibus-rem-nulla";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Notebook";"[""Mug"",""Calendar""]";"344";"{""min"":275.2,""max"":412.8}";"true";"204";"Thu Nov 21 2024 04:27:31 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":55,""price"":326}]";"[null,null,null]";"Office";"{""width"":98.14,""height"":58.65,""depth"":72.89}";"[{""hex"":""#006400"",""name"":""DarkGreen""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#F0FFFF"",""name"":""Azure""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""}]"
"Generic Frozen Pizza";"Published";"ea-at-non";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Pants";"[""Shirt""]";"491";"{""min"":392.8,""max"":589.1999999999999}";"false";"333";"Wed Aug 14 2024 05:27:29 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":26,""price"":760},{""quantity"":18,""price"":820},{""quantity"":29,""price"":964}]";"[null,null,null]";"Apparel";"{""width"":69.29,""height"":11.31,""depth"":46.28}";"[{""hex"":""#0000FF"",""name"":""Blue""}]"
"Unbranded Soft Table";"Deleted";"eaque-omnis-temporibus";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Notebook";"[""Calendar""]";"513";"{""min"":410.40000000000003,""max"":615.6}";"true";"529";"Mon Jun 24 2024 23:55:05 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":92,""price"":510}]";"[null,null]";"Office";"{""width"":32.9,""height"":6.67,""depth"":23}";"[{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#8B008B"",""name"":""DarkMagenta""}]"
"Refined Granite Chips";"Published";"qui-eum-laboriosam";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Shoes";"[]";"846";"{""min"":676.8000000000001,""max"":1015.1999999999999}";"true";"554";"Mon Aug 19 2024 14:46:20 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":64,""price"":75},{""quantity"":35,""price"":660},{""quantity"":18,""price"":561}]";"[null,null]";"Apparel";"{""width"":13.73,""height"":64.13,""depth"":75.34}";"[{""hex"":""#FFFFFF"",""name"":""White""},{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#8B0000"",""name"":""DarkRed""}]"
"Small Fresh Computer";"Published";"ipsam-quibusdam-qui";"The Football Is Good For Training And Recreational Purposes";"Mug";"[]";"25";"{""min"":20,""max"":30}";"false";"340";"Tue Dec 03 2024 10:56:32 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":60,""price"":838},{""quantity"":63,""price"":287}]";"[null]";"Office";"{""width"":82.44,""height"":21.69,""depth"":74.81}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#00008B"",""name"":""DarkBlue""},{""hex"":""#FF7F50"",""name"":""Coral""}]"
"Rustic Fresh Salad";"Published";"quia-ut-ullam";"The Football Is Good For Training And Recreational Purposes";"Wallet";"[""Watch""]";"93";"{""min"":74.4,""max"":111.6}";"false";"83";"Sun Feb 04 2024 15:12:27 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":90,""price"":155},{""quantity"":55,""price"":51}]";"[null,null]";"Accessories";"{""width"":40.35,""height"":43.43,""depth"":69.76}";"[{""hex"":""#000080"",""name"":""Navy""}]"
"Handmade Concrete Sausages";"Published";"aut-quaerat-ea";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Wallet";"[""Bag"",""Watch""]";"778";"{""min"":622.4000000000001,""max"":933.5999999999999}";"false";"645";"Sat Aug 03 2024 05:26:59 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":68,""price"":445}]";"[null,null]";"Accessories";"{""width"":74.19,""height"":76.75,""depth"":5.1}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#808080"",""name"":""Gray""},{""hex"":""#BDB76B"",""name"":""DarkKhaki""}]"
"Unbranded Metal Bike";"Published";"aut-nostrum-id";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Socks";"[""Cap"",""Pants""]";"276";"{""min"":220.8,""max"":331.2}";"true";"573";"Sat Jun 01 2024 08:14:13 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":29,""price"":232},{""quantity"":49,""price"":503},{""quantity"":63,""price"":416}]";"[null,null]";"Apparel";"{""width"":58.26,""height"":65.94,""depth"":84.21}";"[{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#FFFF00"",""name"":""Yellow""},{""hex"":""#FFFFFF"",""name"":""White""}]"
"Licensed Cotton Mouse";"Published";"esse-autem-sequi";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Mug";"[]";"389";"{""min"":311.20000000000005,""max"":466.79999999999995}";"false";"432";"Mon Apr 29 2024 09:22:44 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":70,""price"":115}]";"[null]";"Office";"{""width"":86.73,""height"":9.84,""depth"":4.23}";"[{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#C0C0C0"",""name"":""Silver""}]"
"Unbranded Rubber Tuna";"Published";"qui-asperiores-voluptatum";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Mug";"[""Calendar""]";"503";"{""min"":402.40000000000003,""max"":603.6}";"false";"675";"Thu Jun 27 2024 21:52:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":27,""price"":317},{""quantity"":78,""price"":476},{""quantity"":38,""price"":415}]";"[null,null]";"Office";"{""width"":71.31,""height"":25.89,""depth"":2.58}";"[{""hex"":""#FFF8DC"",""name"":""Cornsilk""}]"
"Fantastic Granite Chips";"Published";"eos-sunt-porro";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Pants";"[""Shirt""]";"490";"{""min"":392,""max"":588}";"false";"844";"Sat Dec 21 2024 00:52:56 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":88,""price"":975},{""quantity"":43,""price"":144}]";"[null,null,null]";"Apparel";"{""width"":76.77,""height"":68.07,""depth"":86.04}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""}]"
"Small Granite Bike";"Published";"doloremque-et-assumenda";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Sunglasses";"[""Watch""]";"469";"{""min"":375.20000000000005,""max"":562.8}";"true";"89";"Wed Mar 20 2024 09:30:26 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":28,""price"":89},{""quantity"":44,""price"":710}]";"[null,null]";"Accessories";"{""width"":53.23,""height"":94.92,""depth"":94.59}";"[{""hex"":""#8B0000"",""name"":""DarkRed""},{""hex"":""#008000"",""name"":""Green""},{""hex"":""#9932CC"",""name"":""DarkOrchid""}]"
"Practical Rubber Computer";"Published";"ut-assumenda-dolores";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Shoes";"[]";"319";"{""min"":255.20000000000002,""max"":382.8}";"false";"89";"Mon Apr 08 2024 00:33:24 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":20,""price"":104}]";"[null]";"Apparel";"{""width"":16.35,""height"":73.44,""depth"":61.19}";"[{""hex"":""#C0C0C0"",""name"":""Silver""},{""hex"":""#BDB76B"",""name"":""DarkKhaki""}]"
"Sleek Fresh Mouse";"Published";"consequatur-dolorem-deserunt";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Wallet";"[""Sunglasses""]";"820";"{""min"":656,""max"":984}";"false";"377";"Sun Aug 18 2024 00:20:31 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":16,""price"":780},{""quantity"":71,""price"":129}]";"[null,null,null]";"Accessories";"{""width"":38.47,""height"":6.92,""depth"":51.87}";"[{""hex"":""#FFFF00"",""name"":""Yellow""},{""hex"":""#800080"",""name"":""Purple""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
